U,Omega_2rdm,Omega_1rdm,V,magnetization,charge_density,doublons
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.693877551020408,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.5306122448979593,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.36734693877551,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.204081632653061,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.0408163265306123,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.8775510204081634,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.7142857142857142,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.5510204081632653,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.3877551020408163,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.2244897959183674,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.0612244897959184,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.8979591836734694,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.7346938775510204,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.5714285714285714,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.40816326530612246,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.24489795918367346,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.08163265306122448,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.08163265306122448,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.24489795918367346,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.40816326530612246,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.5714285714285714,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.7346938775510204,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.8979591836734694,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.0612244897959184,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.2244897959183674,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.3877551020408163,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.5510204081632653,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.7142857142857142,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.8775510204081634,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.0408163265306123,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.204081632653061,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.36734693877551,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.5306122448979593,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.693877551020408,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.857142857142857,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.183673469387755,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.3469387755102042,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.510204081632653,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.673469387755102,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.836734693877551,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.530612244897959,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",4.0,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-4.0,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-3.836734693877551,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-3.673469387755102,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-3.510204081632653,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-3.3469387755102042,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-3.183673469387755,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-3.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.857142857142857,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.693877551020408,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.5306122448979593,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.36734693877551,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.204081632653061,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.0408163265306123,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.8775510204081634,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.7142857142857142,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.5510204081632653,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.3877551020408163,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.2244897959183674,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.0612244897959184,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.8979591836734694,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.7346938775510204,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.5714285714285714,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.40816326530612246,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.24489795918367346,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.08163265306122448,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.08163265306122448,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.24489795918367346,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.40816326530612246,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.5714285714285714,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.7346938775510204,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.8979591836734694,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.0612244897959184,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.2244897959183674,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.3877551020408163,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.5510204081632653,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.7142857142857142,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.8775510204081634,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.0408163265306123,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.204081632653061,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.36734693877551,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.5306122448979593,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.693877551020408,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.857142857142857,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.183673469387755,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.3469387755102042,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.510204081632653,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.673469387755102,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.836734693877551,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
4.775510204081633,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",4.0,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-4.0,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-3.836734693877551,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-3.673469387755102,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-3.510204081632653,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-3.3469387755102042,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-3.183673469387755,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-3.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.857142857142857,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.693877551020408,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.5306122448979593,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.36734693877551,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.204081632653061,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-2.0408163265306123,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.8775510204081634,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.7142857142857142,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.5510204081632653,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.3877551020408163,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.2244897959183674,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-1.0612244897959184,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.8979591836734694,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.7346938775510204,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.5714285714285714,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.40816326530612246,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.24489795918367346,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",-0.08163265306122448,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.08163265306122448,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.24489795918367346,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.40816326530612246,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.5714285714285714,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.7346938775510204,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",0.8979591836734694,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.0612244897959184,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.2244897959183674,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.3877551020408163,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.5510204081632653,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.7142857142857142,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",1.8775510204081634,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.0408163265306123,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.204081632653061,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.36734693877551,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.5306122448979593,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.693877551020408,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",2.857142857142857,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.183673469387755,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.3469387755102042,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
5.020408163265306,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN",3.510204081632653,"NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN"
